               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.033381,            0.017884,           0.0087686,             0.97526,                   1,               0.995,             0.58111,            0.041102,            0.018076,           0.0044245,            0.007558,            0.007558,            0.007558
                  39,            0.033852,            0.017552,           0.0089966,             0.99881,                   1,               0.995,             0.66333,            0.034708,            0.017592,           0.0051551,            0.007492,            0.007492,            0.007492
                  40,            0.032828,            0.016941,           0.0086946,             0.98712,             0.99977,               0.995,              0.5661,            0.039592,            0.019546,           0.0050193,            0.007426,            0.007426,            0.007426
                  41,            0.033176,            0.016964,           0.0086243,             0.96614,                   1,               0.995,               0.666,             0.03625,            0.020526,           0.0050177,             0.00736,             0.00736,             0.00736
                  42,            0.032593,            0.016844,           0.0086209,             0.97062,             0.99973,               0.995,             0.61471,            0.033329,            0.018384,           0.0055858,            0.007294,            0.007294,            0.007294
                  43,            0.033233,            0.017314,           0.0084559,             0.98629,                   1,               0.995,              0.6809,            0.033385,             0.01885,           0.0046533,            0.007228,            0.007228,            0.007228
                  44,            0.032398,            0.017084,           0.0085026,             0.97158,                   1,               0.995,             0.61471,            0.035929,             0.02305,           0.0046152,            0.007162,            0.007162,            0.007162
                  45,            0.031505,            0.016745,           0.0084794,             0.98888,                   1,               0.995,             0.63243,            0.038559,            0.017352,           0.0046682,            0.007096,            0.007096,            0.007096
                  46,            0.032108,            0.016504,           0.0081734,             0.97793,                   1,               0.995,             0.63212,            0.037175,             0.01548,           0.0049838,             0.00703,             0.00703,             0.00703
                  47,            0.032183,            0.016902,           0.0083232,             0.97291,                   1,               0.995,             0.66657,            0.036081,            0.019542,           0.0079481,            0.006964,            0.006964,            0.006964
                  48,            0.031484,            0.016975,            0.007997,             0.98528,                   1,               0.995,             0.60152,            0.037373,            0.016712,             0.00438,            0.006898,            0.006898,            0.006898
                  49,            0.031065,            0.016578,           0.0081173,             0.98145,                   1,               0.995,             0.66786,            0.034644,            0.018474,           0.0048314,            0.006832,            0.006832,            0.006832
                  50,            0.031017,            0.016293,            0.007898,             0.95869,             0.99978,               0.995,             0.60233,            0.039118,            0.018544,           0.0057792,            0.006766,            0.006766,            0.006766
                  51,            0.030676,            0.016512,           0.0078899,             0.96962,                   1,               0.995,              0.6965,            0.034799,            0.017872,           0.0046734,              0.0067,              0.0067,              0.0067
                  52,            0.030762,            0.016107,           0.0080683,             0.98101,                   1,               0.995,             0.54838,            0.040484,             0.01641,           0.0047944,            0.006634,            0.006634,            0.006634
                  53,            0.031198,            0.016507,            0.008017,             0.97527,             0.99977,               0.995,             0.61843,            0.041303,            0.021706,           0.0051257,            0.006568,            0.006568,            0.006568
                  54,            0.030573,            0.016099,           0.0079175,             0.98832,                   1,               0.995,             0.56707,             0.04354,            0.021911,           0.0049586,            0.006502,            0.006502,            0.006502
                  55,            0.030363,            0.016428,            0.008235,             0.99114,                   1,               0.995,             0.61698,            0.037272,            0.016446,           0.0044692,            0.006436,            0.006436,            0.006436
                  56,            0.030108,            0.016281,           0.0077442,             0.98825,                   1,               0.995,             0.56556,            0.037773,            0.017209,           0.0039616,             0.00637,             0.00637,             0.00637
                  57,            0.029945,            0.016061,           0.0077102,             0.98106,                   1,               0.995,             0.68331,            0.034541,            0.015518,           0.0047711,            0.006304,            0.006304,            0.006304
                  58,            0.029862,            0.016036,           0.0077469,             0.97345,                   1,               0.995,             0.64788,            0.036506,            0.018811,           0.0041903,            0.006238,            0.006238,            0.006238
