               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.024434,             0.01356,           0.0058952,             0.85747,             0.77556,             0.90148,              0.5302,            0.037119,            0.013505,            0.012864,            0.003169,            0.003169,            0.003169
                  71,            0.023973,             0.01352,           0.0059198,             0.87509,             0.76425,              0.9047,             0.54988,            0.038021,            0.013908,            0.014126,             0.00307,             0.00307,             0.00307
                  72,            0.023512,            0.013542,           0.0056362,             0.78173,             0.85105,             0.89893,             0.52975,            0.037802,            0.013493,            0.015491,            0.002971,            0.002971,            0.002971
                  73,            0.024044,            0.013169,           0.0059476,             0.75523,             0.82736,             0.88886,             0.52822,            0.037633,            0.013688,            0.017047,            0.002872,            0.002872,            0.002872
                  74,             0.02348,            0.013441,           0.0056863,              0.8979,             0.71518,             0.88596,             0.53801,            0.037313,            0.013909,            0.015747,            0.002773,            0.002773,            0.002773
                  75,            0.023441,            0.012993,           0.0058132,             0.89988,             0.75589,             0.90056,             0.53389,            0.037316,            0.013827,            0.012983,            0.002674,            0.002674,            0.002674
                  76,            0.023342,            0.013072,           0.0058269,             0.86298,             0.78098,             0.88379,             0.53115,            0.037646,            0.014266,            0.012104,            0.002575,            0.002575,            0.002575
                  77,            0.022746,            0.013264,           0.0057035,             0.92581,             0.70797,              0.8807,             0.52683,            0.037387,            0.014165,            0.012281,            0.002476,            0.002476,            0.002476
                  78,            0.022326,             0.01261,           0.0054533,             0.90318,             0.71191,             0.88461,             0.52421,            0.037294,            0.013946,            0.011711,            0.002377,            0.002377,            0.002377
                  79,            0.022546,            0.013007,           0.0056736,             0.77152,             0.85783,             0.87979,             0.53017,             0.03732,            0.014199,            0.013002,            0.002278,            0.002278,            0.002278
                  80,            0.022255,            0.012142,           0.0055268,             0.80537,             0.83157,             0.89004,             0.53442,            0.036926,            0.013886,            0.013891,            0.002179,            0.002179,            0.002179
                  81,            0.021773,            0.012488,           0.0052574,             0.80044,             0.85242,             0.90879,             0.53645,            0.036983,            0.013781,            0.014231,             0.00208,             0.00208,             0.00208
                  82,            0.021939,            0.012654,           0.0053873,             0.75786,             0.84937,             0.88992,             0.54364,             0.03684,            0.013954,            0.014156,            0.001981,            0.001981,            0.001981
                  83,            0.022139,            0.012911,            0.005635,             0.86472,             0.75709,             0.88952,             0.54267,            0.037015,            0.013836,            0.014891,            0.001882,            0.001882,            0.001882
                  84,            0.021239,             0.01194,           0.0052639,             0.74502,             0.84215,             0.92052,             0.55994,            0.036735,            0.013833,            0.014508,            0.001783,            0.001783,            0.001783
                  85,            0.021605,            0.012871,           0.0054844,              0.8085,               0.834,             0.91139,             0.56267,            0.036827,            0.014083,            0.014226,            0.001684,            0.001684,            0.001684
                  86,            0.021227,            0.012144,           0.0053861,             0.79771,             0.84591,             0.91214,             0.56074,            0.036549,            0.014284,            0.014076,            0.001585,            0.001585,            0.001585
                  87,            0.021382,            0.011886,           0.0055016,             0.77998,             0.82667,             0.90063,             0.54382,            0.036833,            0.014371,            0.015298,            0.001486,            0.001486,            0.001486
                  88,             0.02111,            0.012904,           0.0053447,             0.77062,             0.84146,             0.91477,             0.54568,            0.036593,            0.014278,            0.014616,            0.001387,            0.001387,            0.001387
                  89,            0.021077,            0.012082,           0.0052483,             0.75158,             0.84184,             0.91218,             0.55409,            0.036596,            0.014029,            0.013855,            0.001288,            0.001288,            0.001288
                  90,            0.020752,            0.012645,           0.0053186,             0.88978,             0.75827,             0.91306,             0.54676,             0.03647,            0.014092,            0.013446,            0.001189,            0.001189,            0.001189
                  91,            0.020738,            0.011926,           0.0052548,             0.89002,             0.75659,             0.90803,             0.54331,             0.03632,            0.014023,            0.013711,             0.00109,             0.00109,             0.00109
                  92,             0.02022,            0.011687,           0.0049352,              0.8517,             0.77042,             0.91031,             0.54583,            0.036418,            0.014343,            0.014286,            0.000991,            0.000991,            0.000991
                  93,            0.020151,            0.011688,           0.0051882,             0.85035,             0.75653,             0.90127,             0.53747,            0.036429,            0.014325,             0.01464,            0.000892,            0.000892,            0.000892
                  94,            0.020398,            0.011689,           0.0052424,              0.8548,             0.75478,             0.89965,             0.54485,             0.03622,            0.014383,            0.015186,            0.000793,            0.000793,            0.000793
                  95,            0.020045,            0.012135,           0.0051953,             0.75156,             0.87234,             0.91301,              0.5434,            0.036187,            0.014384,              0.0153,            0.000694,            0.000694,            0.000694
                  96,            0.020379,            0.011381,           0.0053071,             0.78856,             0.86053,             0.90436,             0.55446,            0.036256,            0.014363,            0.015256,            0.000595,            0.000595,            0.000595
                  97,            0.020194,            0.011659,           0.0052094,             0.77884,             0.84038,              0.8992,             0.54997,            0.036276,            0.014505,             0.01473,            0.000496,            0.000496,            0.000496
                  98,            0.019564,            0.011349,           0.0049219,             0.77961,             0.84207,             0.90215,             0.54479,            0.036413,            0.014459,            0.015272,            0.000397,            0.000397,            0.000397
                  99,            0.019867,            0.011048,           0.0050587,             0.77448,             0.85273,             0.90014,             0.55495,            0.036227,            0.014552,            0.015045,            0.000298,            0.000298,            0.000298
