               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.025836,            0.015308,           0.0060889,             0.90825,             0.71495,             0.79591,             0.49851,            0.040038,            0.013698,            0.018252,            0.001585,            0.001585,            0.001585
                  87,             0.02566,            0.014883,           0.0060209,             0.89761,             0.71284,              0.8066,             0.49484,            0.039882,            0.013923,            0.018355,            0.001486,            0.001486,            0.001486
                  88,            0.025719,            0.014754,           0.0061397,              0.9156,             0.69856,             0.80871,             0.50009,            0.039814,            0.013738,            0.018437,            0.001387,            0.001387,            0.001387
                  89,             0.02568,             0.01544,           0.0061988,             0.86004,             0.75452,             0.81449,             0.49955,            0.040158,            0.013882,            0.017599,            0.001288,            0.001288,            0.001288
                  90,            0.025622,            0.014846,           0.0061569,             0.90176,             0.71985,             0.81139,             0.49501,            0.039828,            0.013875,            0.017407,            0.001189,            0.001189,            0.001189
                  91,            0.025105,            0.015015,           0.0060462,             0.90351,             0.71677,             0.78126,             0.49705,            0.039824,            0.013973,             0.01751,             0.00109,             0.00109,             0.00109
                  92,            0.025354,            0.014696,           0.0060086,             0.89873,              0.7209,             0.78106,             0.48676,            0.039866,            0.014045,            0.018034,            0.000991,            0.000991,            0.000991
                  93,            0.025774,            0.014825,           0.0062304,             0.89956,             0.71492,             0.80309,              0.4901,            0.040033,            0.014044,            0.018414,            0.000892,            0.000892,            0.000892
                  94,            0.025214,            0.014721,           0.0059136,             0.89841,             0.70973,             0.80409,             0.49662,            0.040245,            0.014071,            0.018737,            0.000793,            0.000793,            0.000793
                  95,            0.024902,            0.014204,           0.0058565,             0.89616,             0.71125,             0.81194,             0.49376,             0.03992,            0.013961,            0.018833,            0.000694,            0.000694,            0.000694
                  96,            0.024897,            0.014579,           0.0060095,             0.89752,             0.71218,             0.80996,              0.4926,            0.039931,            0.013897,            0.018379,            0.000595,            0.000595,            0.000595
                  97,            0.025273,            0.014458,           0.0061317,             0.89642,              0.7307,             0.78317,             0.49811,            0.039882,            0.014018,            0.018291,            0.000496,            0.000496,            0.000496
                  98,            0.024492,            0.014322,           0.0057426,             0.89129,             0.72978,             0.78149,             0.49587,            0.039939,            0.014103,            0.018278,            0.000397,            0.000397,            0.000397
                  99,            0.024774,            0.014679,            0.006022,             0.89382,             0.73358,             0.78492,             0.50019,            0.039828,            0.014008,            0.018127,            0.000298,            0.000298,            0.000298
