               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 113,            0.026794,            0.015325,           0.0068128,             0.99249,                   1,               0.995,              0.7147,             0.03629,             0.01818,           0.0058199,            0.002608,            0.002608,            0.002608
                 114,            0.026572,            0.014765,           0.0067049,             0.99268,                   1,               0.995,               0.666,            0.035865,            0.018224,           0.0060936,            0.002542,            0.002542,            0.002542
                 115,             0.02701,            0.014829,           0.0067759,             0.99179,                   1,               0.995,             0.71442,            0.035054,            0.017345,           0.0053183,            0.002476,            0.002476,            0.002476
                 116,            0.026464,            0.015047,           0.0067097,             0.99485,                   1,               0.995,              0.7147,            0.035175,            0.017914,           0.0060847,             0.00241,             0.00241,             0.00241
                 117,            0.026475,            0.014987,           0.0066273,             0.99437,                   1,               0.995,             0.68125,            0.038457,            0.019135,           0.0083149,            0.002344,            0.002344,            0.002344
                 118,            0.026307,            0.014998,           0.0065392,             0.99058,                   1,               0.995,             0.68125,            0.034405,            0.017875,            0.005998,            0.002278,            0.002278,            0.002278
                 119,            0.026003,            0.014877,           0.0061178,             0.98649,                   1,               0.995,             0.71793,            0.034055,            0.017776,           0.0060022,            0.002212,            0.002212,            0.002212
                 120,            0.026003,            0.014544,            0.006327,             0.98924,                   1,               0.995,             0.69917,            0.034144,            0.017056,           0.0055474,            0.002146,            0.002146,            0.002146
                 121,            0.026355,            0.014467,           0.0065094,             0.98719,                   1,               0.995,              0.6809,            0.037979,            0.018725,            0.005582,             0.00208,             0.00208,             0.00208
                 122,            0.025986,            0.014657,           0.0065325,             0.98986,                   1,               0.995,             0.69876,              0.0368,            0.018492,           0.0054782,            0.002014,            0.002014,            0.002014
                 123,             0.02597,            0.014621,           0.0064006,             0.98669,                   1,               0.995,              0.6656,            0.034582,            0.017602,           0.0055348,            0.001948,            0.001948,            0.001948
                 124,            0.025757,            0.014799,           0.0065293,              0.9906,                   1,               0.995,              0.6656,            0.035265,            0.017455,           0.0056496,            0.001882,            0.001882,            0.001882
                 125,            0.025744,            0.014348,           0.0064288,             0.98987,                   1,               0.995,              0.6334,             0.03574,            0.018052,           0.0052265,            0.001816,            0.001816,            0.001816
                 126,            0.025025,            0.014081,           0.0061162,             0.99135,             0.99977,               0.995,             0.69917,            0.036225,             0.01832,           0.0069239,             0.00175,             0.00175,             0.00175
                 127,            0.025421,            0.014295,           0.0064156,             0.99046,                   1,               0.995,             0.69973,            0.034441,            0.017858,           0.0059421,            0.001684,            0.001684,            0.001684
                 128,            0.025335,            0.014041,           0.0064064,             0.98799,                   1,               0.995,             0.69846,            0.038364,            0.018808,           0.0074112,            0.001618,            0.001618,            0.001618
                 129,            0.025109,            0.014191,           0.0061846,             0.99005,                   1,               0.995,             0.63243,            0.038739,            0.018489,           0.0072858,            0.001552,            0.001552,            0.001552
                 130,            0.025259,            0.013878,           0.0063759,             0.98698,                   1,               0.995,             0.68331,            0.035348,            0.018345,           0.0069466,            0.001486,            0.001486,            0.001486
                 131,            0.025121,            0.014028,           0.0063439,             0.99019,                   1,               0.995,              0.6656,             0.03442,            0.017089,           0.0053629,             0.00142,             0.00142,             0.00142
                 132,            0.025199,            0.014358,            0.006429,             0.99323,                   1,               0.995,              0.6656,             0.03574,            0.018967,           0.0068649,            0.001354,            0.001354,            0.001354
                 133,            0.024806,            0.013707,           0.0062555,             0.98941,                   1,               0.995,               0.666,            0.036027,            0.019473,           0.0066962,            0.001288,            0.001288,            0.001288
                 134,            0.024986,            0.013895,           0.0062144,             0.98705,                   1,               0.995,              0.6656,            0.035916,             0.01864,           0.0060238,            0.001222,            0.001222,            0.001222
                 135,            0.024815,            0.013881,           0.0063668,             0.98806,                   1,               0.995,               0.666,            0.035414,            0.017638,           0.0054076,            0.001156,            0.001156,            0.001156
                 136,            0.024882,            0.013999,           0.0061793,             0.99303,                   1,               0.995,               0.666,            0.035003,            0.018987,           0.0063295,             0.00109,             0.00109,             0.00109
                 137,            0.024658,            0.013874,            0.005928,             0.98851,                   1,               0.995,             0.69917,            0.035499,            0.018416,           0.0058078,            0.001024,            0.001024,            0.001024
                 138,            0.024883,            0.013895,           0.0063335,             0.98993,                   1,               0.995,             0.66657,            0.036563,             0.01903,            0.006231,            0.000958,            0.000958,            0.000958
                 139,            0.024753,            0.014204,            0.006282,             0.99355,                   1,               0.995,             0.69917,            0.035543,            0.018752,           0.0057126,            0.000892,            0.000892,            0.000892
                 140,            0.024879,            0.013994,           0.0062346,             0.99215,                   1,               0.995,             0.69917,             0.03478,            0.018471,            0.005471,            0.000826,            0.000826,            0.000826
                 141,            0.024602,            0.013928,           0.0065078,             0.98849,                   1,               0.995,               0.666,            0.036711,             0.01966,            0.006148,             0.00076,             0.00076,             0.00076
                 142,            0.024368,            0.013565,           0.0061812,             0.98652,                   1,               0.995,               0.666,            0.035494,             0.01883,           0.0054542,            0.000694,            0.000694,            0.000694
                 143,            0.024766,            0.013491,           0.0061524,             0.98875,                   1,               0.995,               0.666,            0.036319,            0.019381,           0.0057961,            0.000628,            0.000628,            0.000628
                 144,             0.02442,            0.014015,           0.0061231,             0.98996,                   1,               0.995,               0.666,            0.035682,            0.019022,           0.0056452,            0.000562,            0.000562,            0.000562
                 145,             0.02411,            0.013338,           0.0060446,             0.98979,                   1,               0.995,               0.666,            0.035642,            0.019284,           0.0059395,            0.000496,            0.000496,            0.000496
                 146,            0.024165,            0.013806,           0.0060059,              0.9909,                   1,               0.995,               0.666,            0.036507,            0.019411,           0.0063878,             0.00043,             0.00043,             0.00043
                 147,            0.024449,            0.013369,           0.0062122,             0.98896,                   1,               0.995,               0.666,            0.036418,            0.019025,           0.0059992,            0.000364,            0.000364,            0.000364
                 148,            0.024757,            0.013905,           0.0063236,             0.99005,                   1,               0.995,               0.666,            0.035746,            0.018976,           0.0061206,            0.000298,            0.000298,            0.000298
                 149,            0.023924,            0.013413,           0.0061424,             0.99153,                   1,               0.995,             0.69917,            0.035953,            0.019211,           0.0067373,            0.000232,            0.000232,            0.000232
